站名,平均氣溫,絕對最高氣溫,絕對最低氣溫,總日照時數h,總日射量MJ/ m2,Year,Month,行政區
桃園農改,15.7,26.9,2.2,99.3,233.81,2007,1,桃園市
五峰站,10.9,21.3,0,76.6,252.42,2007,1,新竹縣
苗栗農改,15.2,26,1.5,,259.83,2007,1,苗栗縣
台中農改,16.8,27,5.4,169.4,242.34,2007,1,台中市
臺大溪頭,13.1,25.5,1.5,,251.07,2007,1,南投縣
雲林分場,16.7,26.5,3.4,150.2,271.21,2007,1,雲林縣
義竹分場,17.5,,,,368.965,2007,1,嘉義縣
畜試所,17.3,27.3,4.7,129.8,249.12,2007,1,臺南市
高雄農改,19.6,30.4,8.2,147.2,229.185,2007,1,屏東縣
恆春畜試,21.8,28.5,14.4,164.8,441.98,2007,1,屏東縣
蘭陽分場,16.1,26.6,6.1,65.5,198.74,2007,1,宜蘭縣
花蓮農改,17.3,25.3,5.4,52.4,201.73,2007,1,花蓮縣
斑鳩分場,17.7,26.2,7.6,75,172.38,2007,1,台東縣
農業試驗所,17,27.9,4.4,200.6,273.19,2007,1,台中市
茶改場,16.2,26.6,7,145.9,303.61,2007,2,桃園市
桃園農改,17.1,28.6,4.6,131.5,306.63,2007,2,桃園市
五峰站,13,23.1,3.1,106.7,314.59,2007,2,新竹縣
苗栗農改,17,29.2,3.9,,357.41,2007,2,苗栗縣
台中農改,18.8,29.6,5.8,184.4,259.9,2007,2,台中市
臺大溪頭,13.8,26,4,,265.02,2007,2,南投縣
雲林分場,19,31.5,5.2,185,316.52,2007,2,雲林縣
義竹分場,19.2,30.8,7,,459.04,2007,2,嘉義縣
畜試所,19.8,31.6,6.7,191.6,302.61,2007,2,臺南市
高雄農改,21.8,31.9,9.8,232.4,296.44,2007,2,屏東縣
恆春畜試,23.1,30.3,16.7,176.2,456.94,2007,2,屏東縣
蘭陽分場,18.2,27.4,8.9,105.8,289.77,2007,2,宜蘭縣
花蓮農改,19,29.1,8.9,87.1,255.76,2007,2,花蓮縣
斑鳩分場,18.9,29.4,8.9,72.1,159.44,2007,2,台東縣
農業試驗所,19.2,29.8,7,198.6,289.51,2007,2,台中市
茶改場,17.5,29,8.9,65.3,257.24,2007,3,桃園市
桃園農改,18.7,30.9,10.2,68.8,257.88,2007,3,桃園市
五峰站,14.5,26.7,5.1,68.4,268.49,2007,3,新竹縣
苗栗農改,19,30.8,10.3,,294.31,2007,3,苗栗縣
台中農改,19.45,30.95,10.05,191.2,301.335,2007,3,台中市
臺大溪頭,15.8,24.9,9,,241.18,2007,3,南投縣
雲林分場,20.7,32,11.6,170.5,314.29,2007,3,雲林縣
義竹分場,20.9,30.8,12.1,,456.21,2007,3,嘉義縣
畜試所,21.6,33.2,12.8,129.3,301.92,2007,3,臺南市
高雄農改,23.5,32.6,15.1,191.3,292.35,2007,3,屏東縣
恆春畜試,23.8,31.4,18.2,163.4,516.6,2007,3,屏東縣
蘭陽分場,19,29.6,10.9,91.6,293.16,2007,3,宜蘭縣
花蓮農改,19.7,28.7,12.7,66.4,267.76,2007,3,花蓮縣
斑鳩分場,20.1,35.3,12.3,65.4,184.61,2007,3,台東縣
農業試驗所,20.9,34.8,11.7,157.7,273.89,2007,3,台中市
茶改場,19,29.4,9.9,74.8,291.26,2007,4,桃園市
桃園農改,20.4,32.6,11.4,78.9,322.41,2007,4,桃園市
五峰站,15.4,27.8,6,66,260.64,2007,4,新竹縣
苗栗農改,20.5,31.8,10.5,,345.54,2007,4,苗栗縣
台中農改,21.8,31,11.6,146.9,280.21,2007,4,台中市
臺大溪頭,16.2,25.1,9.6,,215.06,2007,4,南投縣
雲林分場,22.3,33.6,11.6,,340.38,2007,4,雲林縣
義竹分場,22.4,32.5,11.8,,482.81,2007,4,嘉義縣
畜試所,23.1,35.1,12.5,139.5,345,2007,4,臺南市
高雄農改,25,33.9,15,170.7,311.02,2007,4,屏東縣
恆春畜試,25,34.1,17.4,170.3,576.77,2007,4,屏東縣
蘭陽分場,20.1,30.2,11.3,85.9,318.76,2007,4,宜蘭縣
花蓮農改,20.7,29.9,13.5,77.5,296.71,2007,4,花蓮縣
斑鳩分場,21,33.2,12.5,55,188.58,2007,4,台東縣
農業試驗所,22.7,35.1,12.2,120.6,258.43,2007,4,台中市
桃園農改,25.3,34.1,15.3,165.9,551.67,2007,5,桃園市
茶改場,24.2,34.4,15.1,175.5,521.31,2007,5,桃園市
五峰站,19.9,30,12.6,131.7,467.2,2007,5,新竹縣
苗栗農改,25.4,35.6,14.5,,529.42,2007,5,苗栗縣
農業試驗所,26,34.5,18.5,176.2,387.65,2007,5,台中市
臺中農改,26.2,34.6,18.6,217.1,*343.89,2007,5,彰化縣
臺大溪頭,18.8,27.3,10.5,,307.78,2007,5,南投縣
雲林分場,26.3,35.8,18.3,199,447.05,2007,5,雲林縣
義竹分場,26.5,33.6,19,,626.82,2007,5,嘉義縣
畜試所,26.7,35.5,19.2,178.8,398.79,2007,5,臺南市
恆春畜試,27.3,34.1,22.3,119.1,594.08,2007,5,屏東縣
高雄農改,27.7,36.3,20.8,183.6,357.27,2007,5,屏東縣
蘭陽分場,23.8,,,97.05,396.81,2007,5,宜蘭縣
花蓮農改,24.1,31.3,16.6,130.7,425.85,2007,5,花蓮縣
斑鳩分場,24.2,34.6,16.7,97.7,274.95,2007,5,台東縣
茶改場,26.5,35.5,22.1,144.35,423.16,2007,6,桃園市
桃園農改,27.6,36.1,22.9,100.5,466.87,2007,6,桃園市
五峰站,21.2,28.5,17.7,55,322.32,2007,6,新竹縣
苗栗農改,27.1,34.1,22.3,,396.81,2007,6,苗栗縣
台中農改,27.6,34.4,23,161,296.65,2007,6,台中市
臺大溪頭,20.1,27.4,16.4,,214.63,2007,6,南投縣
雲林分場,27.8,36.5,22.9,164.6,366.38,2007,6,雲林縣
義竹分場,28.1,35.2,22.8,,515.78,2007,6,嘉義縣
畜試所,27.8,36.9,22.7,156.3,348.96,2007,6,臺南市
高雄農改,28.4,35.9,22.9,154,340.89,2007,6,屏東縣
恆春畜試,28.7,34.4,22.7,117.3,594.5,2007,6,屏東縣
蘭陽分場,,,,130.3,466.4,2007,6,宜蘭縣
花蓮農改,26.7,33.3,22.8,141.8,447.7,2007,6,花蓮縣
斑鳩分場,26.4,36,22.4,94.1,294.02,2007,6,台東縣
農業試驗所,27.2,34.5,22.9,126.7,307.75,2007,6,台中市
茶改場,28.3,35.3,23.3,252.6,655.2,2007,7,桃園市
桃園農改,30,36.3,24.6,234.6,716.18,2007,7,桃園市
五峰站,22.7,30.2,17.8,151.2,480.06,2007,7,新竹縣
苗栗農改,29.5,36.2,23.6,,625.65,2007,7,苗栗縣
台中農改,29.8,35.5,24.2,273.7,431.11,2007,7,台中市
臺大溪頭,20.9,27.6,16,,367.05,2007,7,南投縣
雲林分場,29.5,36.9,23,,476.04,2007,7,雲林縣
義竹分場,29.5,35.7,23.5,,666.99,2007,7,嘉義縣
畜試所,29.1,37.4,23.3,248.9,435.23,2007,7,臺南市
高雄農改,29.6,36.5,23.5,209,423.78,2007,7,屏東縣
恆春畜試,29.7,36.5,24.8,176.1,681.47,2007,7,屏東縣
蘭陽分場,29.1,36.9,24.3,273.7,707.46,2007,7,宜蘭縣
花蓮農改,28.5,34.5,23.5,249.4,671.62,2007,7,花蓮縣
斑鳩分場,28.3,37.3,21.7,228.4,441.34,2007,7,台東縣
農業試驗所,29.4,35.6,23,236.7,479.69,2007,7,台中市
茶改場,26.5,33,22.1,155.8,478.04,2007,8,桃園市
桃園農改,27.9,35.7,23.5,170.2,494.85,2007,8,桃園市
五峰站,21.4,28.8,18.1,81.5,316.29,2007,8,新竹縣
苗栗農改,27.4,34.4,22.4,151.3,395.51,2007,8,苗栗縣
台中農改,27.8,34.7,23,173.1,301.5,2007,8,台中市
臺大溪頭,21.2,30.3,15.9,,306.99,2007,8,南投縣
雲林分場,27.4,36.9,22.9,157,333.32,2007,8,雲林縣
義竹分場,27.5,35.2,23.1,,424.43,2007,8,嘉義縣
畜試所,26.8,36.1,22.6,101.4,256.74,2007,8,臺南市
高雄農改,27.3,36.3,21.9,117.3,252.23,2007,8,屏東縣
恆春畜試,27.3,35.1,22,113,,2007,8,屏東縣
蘭陽分場,27,34.6,22.9,158.6,478.51,2007,8,宜蘭縣
花蓮農改,26.6,32.2,22.3,127.2,452.18,2007,8,花蓮縣
斑鳩分場,25.5,33.5,21.4,90.1,252.67,2007,8,台東縣
農業試驗所,27.3,34.9,22.6,170.1,328.13,2007,8,台中市
桃園農改,26.8,33.6,22.3,188.9,478.26,2007,9,桃園市
茶改場,25.5,32.3,20.6,163.1,468.73,2007,9,桃園市
五峰站,20.9,30.8,16.7,107.5,329.62,2007,9,新竹縣
苗栗農改,26.3,36.4,20.1,179.9,418.88,2007,9,苗栗縣
農業試驗所,27.1,33.2,22.2,211.8,348.81,2007,9,台中市
臺中農改,27.4,33.6,22.1,201.5,317.44,2007,9,彰化縣
臺大溪頭,19.8,29.1,15.8,,268.83,2007,9,南投縣
雲林分場,26.95,35.3,21.5,175.7,358.395,2007,9,雲林縣
義竹分場,27.7,34.6,23.1,,502.34,2007,9,嘉義縣
畜試所,27.2,34.6,22.8,,305.18,2007,9,臺南市
恆春畜試,27.8,33,23.4,166.4,563.66,2007,9,屏東縣
高雄農改,27.9,35.5,22.8,141.1,291.62,2007,9,屏東縣
蘭陽分場,25.5,32.6,21.2,133.1,389.57,2007,9,宜蘭縣
花蓮農改,25.7,31.8,21.2,105.8,390.02,2007,9,花蓮縣
斑鳩分場,25.3,33.8,20.9,84.8,233.62,2007,9,台東縣
茶改場,22.3,31.6,16.6,131.7,370.08,2007,10,桃園市
桃園農改,23.7,33.3,15.9,156.2,360.67,2007,10,桃園市
五峰站,18.3,28.4,11,94.8,275.35,2007,10,新竹縣
苗栗農改,23.3,33.8,14.6,171.9,377.06,2007,10,苗栗縣
台中農改,*25.0,*32.9,*17.6,200.5,282.57,2007,10,台中市
臺大溪頭,18.4,27.8,10.9,,261.07,2007,10,南投縣
雲林分場,24.5,34.4,17.6,210.6,335.88,2007,10,雲林縣
義竹分場,26.4,35.15,19.65,,470.03,2007,10,嘉義縣
畜試所,25.1,33.7,19,150.4,295.23,2007,10,臺南市
高雄農改,26.5,35.5,21,176.7,261.05,2007,10,屏東縣
恆春畜試,26.5,31.9,21.8,188.5,674.6,2007,10,屏東縣
蘭陽分場,22.4,30.5,17.5,54.9,197.28,2007,10,宜蘭縣
花蓮農改,23.7,35.3,16.5,75.1,287.21,2007,10,花蓮縣
斑鳩分場,23.8,34.1,16.5,96.4,231.36,2007,10,台東縣
農業試驗所,24.7,32.5,17.7,224.8,325.32,2007,10,台中市
桃園農改,19.6,26.7,12.1,134.6,273.17,2007,11,桃園市
茶改場,18.4,26.8,11,123.4,287.22,2007,11,桃園市
五峰站,14.8,25.6,3.7,83.3,226.86,2007,11,新竹縣
苗栗農改,19.4,29.8,9.8,150.8,303.93,2007,11,苗栗縣
農業試驗所,21.1,30.2,10.1,188.2,255.9,2007,11,台中市
臺中農改,20.9,29.5,12,156.6,220.34,2007,11,彰化縣
臺大溪頭,15.7,24.7,5.6,,258.38,2007,11,南投縣
雲林分場,21.95,31.75,12.15,175.45,277.11,2007,11,雲林縣
義竹分場,21.1,29,10.1,,371.13,2007,11,嘉義縣
畜試所,21.4,29.1,10.5,127,248.94,2007,11,臺南市
恆春畜試,24,31.3,17.2,171.5,531.24,2007,11,屏東縣
高雄農改,23.3,32,12.8,165.7,219.5,2007,11,屏東縣
蘭陽分場,18.9,25.7,13.3,24.6,114.37,2007,11,宜蘭縣
花蓮農改,20.7,26.8,11.1,33.9,193.21,2007,11,花蓮縣
斑鳩分場,20.9,28.3,11.7,85.5,189.11,2007,11,台東縣
桃園農改,17.8,26.7,9.6,118.7,267.93,2007,12,桃園市
五峰站,13.2,22.2,2.4,120.8,250.4,2007,12,新竹縣
台中農改,*18.8,*27.7,*11.1,*197.7,*242.93,2007,12,台中市
雲林分場,18.7,28.8,10.8,203,275.59,2007,12,雲林縣
義竹分場,19.1,,,,,2007,12,嘉義縣
高雄農改,21.6,30.9,12.9,200.4,255.02,2007,12,屏東縣
斑鳩分場,18.9,26.8,11.5,83.4,164.93,2007,12,台東縣
花蓮農改,19.1,26.5,12.5,72,214.38,2007,12,花蓮縣
蘭陽分場,17.3,27.3,10.65,85.3,213.075,2007,12,宜蘭縣
茶改場,16.9,26.8,8.5,111.4,290.02,2007,12,桃園市
畜試所,19.4,29.4,10.9,157.1,255.69,2007,12,臺南市
恆春畜試,22.9,29.9,16.9,197.5,549.07,2007,12,屏東縣
農業試驗所,19.5,35.7,10.8,229.7,278.21,2007,12,台中市
苗栗農改,17.5,28,9.5,160.2,313.1,2007,12,苗栗縣
臺大溪頭,13.4,22.5,5.9,,288.51,2007,12,南投縣
桃園農改,14.9,25.05,4.4,107.35,243.375,2008,1,桃園市
茶改場,14.6,27.2,7.6,70.3,248.635,2008,1,桃園市
五峰站,12.3,22.2,1.9,76.5,232.95,2008,1,新竹縣
苗栗農改,15.6,29.2,6.5,117.5,270.49,2008,1,苗栗縣
農業試驗所,18.9,36.1,7.6,171.9,246.68,2008,1,台中市
臺中農改,17.3,30.3,8.6,148.1,212.31,2008,1,彰化縣
臺大溪頭,13.7,23.4,5.9,,237.36,2008,1,南投縣
雲林分場,15.8,26.5,3.35,187.2,298.93,2008,1,雲林縣
義竹分場,17.6,30.4,7.9,,360.62,2008,1,嘉義縣
畜試所,18.1,30.7,7.8,116.2,233.76,2008,1,臺南市
恆春畜試,21.7,29.3,15.8,135.9,423.09,2008,1,屏東縣
高雄農改,20.5,31.5,10.7,150.7,217.57,2008,1,屏東縣
蘭陽分場,16.3,26.9,9.2,53.6,177.8,2008,1,宜蘭縣
花蓮農改,17.8,26.2,11.3,37.5,187.28,2008,1,花蓮縣
斑鳩分場,17.9,27.4,10.7,50.8,161.57,2008,1,台東縣
桃園農改,12.8,21.8,7.4,36.9,161.45,2008,2,桃園市
茶改場,11.9,21.5,5.7,33.6,159.58,2008,2,桃園市
五峰站,8.6,19.9,1,43.2,155.34,2008,2,新竹縣
苗栗農改,12.7,22.2,7.2,45.7,173.64,2008,2,苗栗縣
農業試驗所,20.2,31.1,9.9,209.75,308.86,2008,2,台中市
臺中農改,14.5,23.4,8.2,111.6,194.18,2008,2,彰化縣
臺大溪頭,11.1,20,4.9,,222.61,2008,2,南投縣
雲林分場,14.6,24.4,8,93.1,232.57,2008,2,雲林縣
義竹分場,14.8,26.3,8.2,,334.6,2008,2,嘉義縣
畜試所,15.3,27.6,7.9,97.8,239.91,2008,2,臺南市
恆春畜試,20.3,28.5,15.8,122.6,449.29,2008,2,屏東縣
高雄農改,18,30.3,9.9,130.4,230.91,2008,2,屏東縣
蘭陽分場,14.2,25.5,8.3,18.2,122.67,2008,2,宜蘭縣
花蓮農改,16,25.5,11.2,38.4,174.74,2008,2,花蓮縣
斑鳩分場,16,25.7,9,40.9,138.64,2008,2,台東縣
桃園農改,17.6,25.6,10.2,139.7,381.58,2008,3,桃園市
五峰站,13.6,22.6,5.6,136.7,346.68,2008,3,新竹縣
台中農改,19.7,29.3,10,204.9,314.48,2008,3,台中市
雲林分場,19.8,30.6,7.2,204.5,370.57,2008,3,雲林縣
義竹分場,20.2,30.5,9.5,,529.26,2008,3,嘉義縣
高雄農改,22.9,33.7,14.1,192.3,335.59,2008,3,屏東縣
斑鳩分場,18.7,29.4,11.8,72.9,191.68,2008,3,台東縣
花蓮農改,18.9,26.6,10.3,82.1,292.53,2008,3,花蓮縣
蘭陽分場,18.4,28.2,10.1,98.7,303.87,2008,3,宜蘭縣
茶改場,17,27.1,9.7,146.5,264.705,2008,3,桃園市
畜試所,20.8,32.1,10.2,157.7,342.19,2008,3,臺南市
恆春畜試,22.8,30.2,16.9,168.1,573.57,2008,3,屏東縣
農業試驗所,21.3,35.3,8.3,207.8,343.83,2008,3,台中市
苗栗農改,17.7,26.6,5.9,158.1,394.84,2008,3,苗栗縣
臺大溪頭,13.8,23.5,4.9,,323.29,2008,3,南投縣
桃園農改,21.4,29.5,12.9,96,378.67,2008,4,桃園市
茶改場,20.6,30.9,12,79.6,338.69,2008,4,桃園市
五峰站,17.5,28.7,10.5,83,285.79,2008,4,新竹縣
苗栗農改,22,34,12.6,124.4,393.09,2008,4,苗栗縣
農業試驗所,22.5,32.65,13.35,142.45,298.24,2008,4,台中市
臺中農改,23.6,31.6,13.9,163.2,297.69,2008,4,彰化縣
臺大溪頭,16.25,24.45,10,,212.91,2008,4,南投縣
雲林分場,22.25,33.25,12.65,,349.065,2008,4,雲林縣
義竹分場,24.3,32.6,14.5,,510.53,2008,4,嘉義縣
畜試所,24.8,34.3,15.6,138.7,342.99,2008,4,臺南市
恆春畜試,25.6,32.7,19.5,170.5,611.53,2008,4,屏東縣
高雄農改,26.5,35.7,18.8,147.5,321.63,2008,4,屏東縣
蘭陽分場,19.95,32.25,11.2,81.2,308.975,2008,4,宜蘭縣
花蓮農改,21.8,32.6,15,50.6,259.73,2008,4,花蓮縣
斑鳩分場,20.7,32.9,13.2,50.3,189.465,2008,4,台東縣
桃園農改,23.9,31.3,15.3,188,564.23,2008,5,桃園市
茶改場,23.1,32.6,14.2,214.2,568.41,2008,5,桃園市
五峰站,19.2,28.8,11.6,147.9,408.42,2008,5,新竹縣
苗栗農改,24.1,33.6,12.4,194.9,531.11,2008,5,苗栗縣
農業試驗所,25.4,32.7,18.9,176.2,375.63,2008,5,台中市
臺中農改,25.4,33.4,16.8,195.5,334.87,2008,5,彰化縣
臺大溪頭,18.6,26.3,12.9,,291.15,2008,5,南投縣
雲林分場,25.5,34.4,17.7,188.9,415.04,2008,5,雲林縣
義竹分場,26.05,34,18.3,,567.39,2008,5,嘉義縣
畜試所,26.3,34.9,19,158.6,357.81,2008,5,臺南市
恆春畜試,26.7,32.8,20.3,123.9,631.36,2008,5,屏東縣
高雄農改,27.6,35.1,21.5,140,341.32,2008,5,屏東縣
蘭陽分場,23.2,32.2,13.6,121,442.09,2008,5,宜蘭縣
花蓮農改,23.7,31.6,14.45,91.6,454.695,2008,5,花蓮縣
斑鳩分場,23.5,33.1,14.6,86.6,262.79,2008,5,台東縣
桃園農改,26.7,33.2,20.8,122.7,551.07,2008,6,桃園市
茶改場,25.7,34.7,18.7,150.5,480.78,2008,6,桃園市
五峰站,21.2,29.2,15.9,128.1,391.97,2008,6,新竹縣
苗栗農改,27,34.7,20.4,175.6,510.92,2008,6,苗栗縣
農業試驗所,27.1,34.8,21.9,143.6,350.99,2008,6,台中市
臺中農改,27.3,35.2,22.1,180,320.93,2008,6,彰化縣
臺大溪頭,19.9,28.3,14.8,,312.41,2008,6,南投縣
雲林分場,27.3,35.8,22.1,174.5,395.73,2008,6,雲林縣
義竹分場,28.3,37.1,22.4,,506.02,2008,6,嘉義縣
畜試所,27.1,35.9,21.9,160.7,320.97,2008,6,臺南市
恆春畜試,27.9,33,23.1,131.1,609.48,2008,6,屏東縣
高雄農改,27.8,39.7,22.5,111.9,325.33,2008,6,屏東縣
蘭陽分場,26.5,33.3,20.1,155.5,509.48,2008,6,宜蘭縣
花蓮農改,26.5,32.7,20.8,154.5,510.13,2008,6,花蓮縣
斑鳩分場,25.5,35.7,20,109.4,293.36,2008,6,台東縣
桃園農改,28,33.2,23,215.1,671.03,2008,7,桃園市
五峰站,21.9,29.5,18.1,140.4,392.85,2008,7,新竹縣
台中農改,28.2,34.9,23,204.7,348.78,2008,7,台中市
雲林分場,29.2,36.2,23.15,,450.055,2008,7,雲林縣
義竹分場,29.4,36.15,23.2,,589.85,2008,7,嘉義縣
高雄農改,29.35,36.5,23.7,190.9,395,2008,7,屏東縣
斑鳩分場,27.5,35.6,21.65,188.05,390.985,2008,7,台東縣
花蓮農改,27.3,32.9,22.4,198.9,583.84,2008,7,花蓮縣
蘭陽分場,27.6,35.9,22.9,206.9,,2008,7,宜蘭縣
茶改場,27,34.1,22.3,228.5,606.58,2008,7,桃園市
畜試所,27.7,35.1,22.8,179.5,376.2,2008,7,臺南市
恆春畜試,29.25,35.5,24.35,246.55,537.06,2008,7,屏東縣
農業試驗所,27.9,34.8,22.9,178.7,385.93,2008,7,台中市
苗栗農改,28,35.3,22.6,201.7,558.25,2008,7,苗栗縣
臺大溪頭,20.95,27.4,16.05,,299.085,2008,7,南投縣
桃園農改,28.4,34.7,24,257,699.59,2008,8,桃園市
茶改場,27.7,34.6,23.1,233.1,631.75,2008,8,桃園市
五峰站,21.9,29,17.9,137.4,405.38,2008,8,新竹縣
苗栗農改,28.3,35.4,22.7,224.3,575.51,2008,8,苗栗縣
農業試驗所,28.4,34.6,23.5,233.3,430.93,2008,8,台中市
臺中農改,28.6,34.6,22.9,241.1,384.79,2008,8,彰化縣
臺大溪頭,20.7,28.1,16.3,,344.77,2008,8,南投縣
雲林分場,28.2,35.3,23,238.7,452.57,2008,8,雲林縣
義竹分場,29,35.5,23.3,249.8,475.62,2008,8,嘉義縣
畜試所,27.8,35.2,23,208.5,394.6,2008,8,臺南市
恆春畜試,27.8,33.2,23.6,184.3,673.04,2008,8,屏東縣
高雄農改,28.6,36.4,23.1,155.3,368.66,2008,8,屏東縣
蘭陽分場,27.8,34.9,22.5,250.9,,2008,8,宜蘭縣
花蓮農改,27.4,32.5,22.1,223.3,628.52,2008,8,花蓮縣
斑鳩分場,26,32.4,21,181.7,357.88,2008,8,台東縣
茶改場,25.9,35.1,20.2,139.5,487.69,2008,9,桃園市
桃園農改,27.65,34.05,22.25,230.8,548.085,2008,9,桃園市
五峰站,21.2,30.2,17.1,95,286.39,2008,9,新竹縣
苗栗農改,26.7,34.9,20.8,162.8,360.93,2008,9,苗栗縣
台中農改,27.6,34,22.2,184.1,294.5,2008,9,台中市
臺大溪頭,20.1,27.7,16,,245.54,2008,9,南投縣
雲林分場,27.1,35.5,22.2,176.6,336.75,2008,9,雲林縣
義竹分場,28.2,35.7,23.3,,352.86,2008,9,嘉義縣
畜試所,26.8,35.2,21.9,105,260.66,2008,9,臺南市
高雄農改,27.7,36.5,23.5,110.6,,2008,9,屏東縣
恆春畜試,28,33.4,24,150,520.3,2008,9,屏東縣
蘭陽分場,26.2,33,22.7,133.9,408.65,2008,9,宜蘭縣
花蓮農改,25.9,34.3,21.5,96.3,353.92,2008,9,花蓮縣
斑鳩分場,26,35.4,20.9,96.1,240.24,2008,9,台東縣
農業試驗所,27.4,34.2,22.3,174.6,303.86,2008,9,台中市
桃園農改,25.3,33.8,19.2,226,503.81,2008,10,桃園市
五峰站,19.7,27.3,15.4,132.2,337.83,2008,10,新竹縣
台中農改,26,32.6,20.9,232.8,314.39,2008,10,台中市
雲林分場,26.1,33.4,20.3,243.4,367.54,2008,10,雲林縣
義竹分場,27.3,37.7,20.6,,426.94,2008,10,嘉義縣
高雄農改,27.8,34.6,22.2,156.2,321.18,2008,10,屏東縣
斑鳩分場,24.2,30.2,19.6,111.6,232.21,2008,10,台東縣
花蓮農改,24.4,29.8,19.9,105.1,338.27,2008,10,花蓮縣
蘭陽分場,24,32.5,17.5,99,299.51,2008,10,宜蘭縣
茶改場,24.1,31.2,19.3,,,2008,10,桃園市
畜試所,26.5,33,21.2,163.1,329.82,2008,10,臺南市
恆春畜試,27.3,32.6,22.8,232.35,407.16,2008,10,屏東縣
農業試驗所,26.5,33.4,21.1,262.3,373.65,2008,10,台中市
苗栗農改,24.8,32.3,18.7,214.2,390.73,2008,10,苗栗縣
臺大溪頭,19.2,26.6,14.8,,266.17,2008,10,南投縣
桃園農改,20.9,35.1,11,137.6,306.63,2008,11,桃園市
茶改場,19.4,31.1,8.5,103.7,280.665,2008,11,桃園市
五峰站,15,25.7,3.8,106.1,262.15,2008,11,新竹縣
苗栗農改,19.75,30.4,11.05,143.4,298.59,2008,11,苗栗縣
農業試驗所,21.4,31.05,12.55,199.5,270.775,2008,11,台中市
臺中農改,21.7,31.5,10.4,178.7,228.78,2008,11,彰化縣
臺大溪頭,15.5,25.9,4.8,,243.24,2008,11,南投縣
雲林分場,21.2,31.9,8.2,196.1,286.42,2008,11,雲林縣
義竹分場,21.4,30.25,12.95,,320.51,2008,11,嘉義縣
畜試所,21.7,32.7,9.8,131.6,245.24,2008,11,臺南市
恆春畜試,24.4,32.1,17.1,261.6,231.77,2008,11,屏東縣
高雄農改,23.65,32.65,15.2,173.45,223.095,2008,11,屏東縣
蘭陽分場,20.2,30,11.4,76.7,211.86,2008,11,宜蘭縣
花蓮農改,,,,90.2,261.09,2008,11,花蓮縣
斑鳩分場,21.15,29.05,13.25,90.15,189.135,2008,11,台東縣
桃園農改,*17.1,*28.9,*9.7,*139.4,*246.64,2008,12,桃園市
茶改場,15.9,26.4,9.3,151.1,312.17,2008,12,桃園市
五峰站,11.7,20.9,4.9,121.8,270.12,2008,12,新竹縣
苗栗農改,15.9,26.2,5.5,188.1,307.1,2008,12,苗栗縣
農業試驗所,17.6,28.9,8.2,228.9,280.9,2008,12,台中市
臺中農改,18.3,31.6,9.3,197.5,235.74,2008,12,彰化縣
臺大溪頭,12.2,21.7,6,,284.92,2008,12,南投縣
雲林分場,17.3,28.8,8.2,220.6,291.44,2008,12,雲林縣
義竹分場,18.3,33.3,8.9,,364.76,2008,12,嘉義縣
畜試所,18,29.3,8.3,177.8,269.09,2008,12,臺南市
恆春畜試,22.2,28.2,17.3,257.1,252.42,2008,12,屏東縣
高雄農改,20.2,31.4,11.5,152.5,266.04,2008,12,屏東縣
蘭陽分場,17.3,27.8,10.2,110.3,246.64,2008,12,宜蘭縣
花蓮農改,17.9,26.3,9.2,112.2,276.68,2008,12,花蓮縣
斑鳩分場,18,27.1,9.4,118.4,197.97,2008,12,台東縣
桃園農改,14.1,23.2,6.6,115.4,252.94,2009,1,桃園市
茶改場,13.2,23.1,4.9,109.7,256.82,2009,1,桃園市
五峰站,8.9,20.5,-0.7,107,249.83,2009,1,新竹縣
苗栗農改,13.5,25.5,1.4,153.1,295.55,2009,1,苗栗縣
農業試驗所,15,26.7,3.7,242.9,311.52,2009,1,台中市
臺中農改,15.6,29.1,4.7,214.3,261.77,2009,1,彰化縣
臺大溪頭,10.1,20.2,1.7,,303.81,2009,1,南投縣
雲林分場,14.9,26.5,3.3,224.2,326.65,2009,1,雲林縣
義竹分場,15.7,27.9,4,,410.34,2009,1,嘉義縣
畜試所,15.7,26.9,4.4,209.5,302.6,2009,1,臺南市
恆春畜試,20.2,29.2,14.2,254.1,262.86,2009,1,屏東縣
高雄農改,18.1,29.9,7.8,172.2,293.73,2009,1,屏東縣
蘭陽分場,15.2,25.7,6.9,73,209.53,2009,1,宜蘭縣
花蓮農改,16.5,24.4,7.8,94.2,260.03,2009,1,花蓮縣
斑鳩分場,16.3,26.4,6.7,93.3,181.51,2009,1,台東縣
桃園農改,18.4,26.9,11.5,91.5,257.76,2009,2,桃園市
五峰站,15.4,27.5,10,111.3,302.61,2009,2,新竹縣
台中農改,20.9,32.6,12.9,195.9,265.31,2009,2,台中市
雲林分場,20.9,33.6,12.5,188.1,317.77,2009,2,雲林縣
義竹分場,21.4,34.7,13.6,,370.21,2009,2,嘉義縣
高雄農改,23.5,34.1,14.8,130,260.39,2009,2,屏東縣
斑鳩分場,20.3,32.5,12.5,81.3,184.87,2009,2,台東縣
花蓮農改,20,28.3,12,69.2,268.75,2009,2,花蓮縣
蘭陽分場,19.3,27.9,12.8,98.7,261.24,2009,2,宜蘭縣
茶改場,17.9,28.1,11,93,266.88,2009,2,桃園市
畜試所,21.8,33.7,13.3,157.5,293.86,2009,2,臺南市
恆春畜試,23.6,31.2,17.9,253.2,255.46,2009,2,屏東縣
農業試驗所,21.2,32.4,12.8,220.9,328.21,2009,2,台中市
